seqnames	start	end	width	strand	name	chromROM	other_name	fid	chromBY	startn	endn	startnSY	endnSY	chromSY	chr	startsc1	endsc1	othernames	status	newname	rif1_Hafner	rif1RBM	fkh1fkh2_Knott	ctf19_Natsume
CP026298.1	350549	351517	969	+	ARS413.5	chrIV	ARS413.5	181	CP026298.1	350549	351517	7896928	7897896	CP029160.1	chr4	350835	351804	NA	Confirmed	ARS413.5	NA	NA	NA	null
CP026298.1	357520	358719	1200	+	Dubious_chrIV_3	chrIV	NA	182	CP026298.1	357520	358719	7903899	7905098	CP029160.1	chr4	357806	359006	NA	Dubious	Dubious_chrIV	NA	NA	NA	null
CP026298.1	383947	385146	1200	+	Dubious_chrIV_4	chrIV	NA	183	CP026298.1	383947	385146	7930328	7931542	CP029160.1	chr4	384232	385432	NA	Dubious	Dubious_chrIV	NA	NA	NA	null
CP026298.1	407786	408027	242	+	ARS414	chrIV	ARS414	184	CP026298.1	407786	408027	7954182	7954423	CP029160.1	chr4	408070	408312	proARS414	Confirmed	ARS414	null	null	act	null
CP026298.1	434772	435103	332	+	ARS415	chrIV	ARS415	185	CP026298.1	434772	435103	7981168	7981499	CP029160.1	chr4	435056	435388	proARS415	Confirmed	ARS415	null	null	null	act
CP026298.1	443034	444162	1129	+	Likely_chrIV_5	chrIV	ARSIV_444	186	CP026298.1	443034	444162	7989430	7990558	CP029160.1	chr4	443318	444447	NA	Likely	Likely_chrIV	NA	NA	rep	act
CP026298.1	462146	462415	270	+	ARS416	chrIV	ARS416	187	CP026298.1	462146	462415	8008036	8008305	CP029160.1	chr4	462430	462700	ARS1, proARS416	Confirmed	ARS416	null	NA	null	act
CP026298.1	475719	477292	1574	+	Likely_chrIV_6	chrIV	ARSIV_477	188	CP026298.1	475719	477292	8021609	8023182	CP029160.1	chr4	476003	477577	NA	Likely	Likely_chrIV	NA	NA	null	act
CP026298.1	483563	483807	245	+	ARS417	chrIV	ARS417	189	CP026298.1	483563	483807	8029453	8029697	CP029160.1	chr4	483846	484091	proARS417	Confirmed	ARS417	NA	NA	act	act
CP026298.1	505054	505295	242	+	ARS417.5	chrIV	ARS417.5	190	CP026298.1	505054	505295	8050942	8051183	CP029160.1	chr4	505336	505578	ARS450	Confirmed	ARS417.5	null	null	null	null
CP026298.1	562710	562946	237	+	ARS418	chrIV	ARS418	191	CP026298.1	562710	562946	8108597	8108833	CP029160.1	chr4	555224	555461	proARS418	Confirmed	ARS418	null	NA	act	null
CP026298.1	574976	575222	247	+	ARS419	chrIV	ARS419	192	CP026298.1	574976	575222	8120863	8121109	CP029160.1	chr4	567490	567737	proARS419	Confirmed	ARS419	NA	NA	act	null
CP026298.1	610893	625892	15000	+	Dubious_chrIV_5	chrIV	NA	193	CP026298.1	610893	625892	8156781	8171781	CP029160.1	chr4	603407	618407	NA	Dubious	Dubious_chrIV	NA	NA	NA	null
CP026298.1	636558	637154	597	+	ARS420	chrIV	ARS420	194	CP026298.1	636558	637154	8182447	8183043	CP029160.1	chr4	629072	629669	proARS420	Confirmed	ARS420	NA	NA	rep	null
CP026298.1	647345	647593	249	+	ARS421	chrIV	ARS421	195	CP026298.1	647345	647593	8193234	8193482	CP029160.1	chr4	639859	640108	proARS421	Confirmed	ARS421	null	rep	rep	null
CP026298.1	648777	655776	7000	+	Likely_chrIV_7	chrIV	ARSIV_645	196	CP026298.1	648777	655776	8194666	8201665	CP029160.1	chr4	641291	648291	NA	Likely	Likely_chrIV	null	rep	NA	null
CP026298.1	696533	697242	710	+	Dubious_chrIV_6	chrIV	NA	197	CP026298.1	696533	697242	8242423	8243132	CP029160.1	chr4	689045	689755	NA	Dubious	Dubious_chrIV	NA	NA	NA	null
CP026298.1	710367	710612	246	+	ARS422	chrIV	ARS422	198	CP026298.1	710367	710612	8256257	8256502	CP029160.1	chr4	702879	703125	ARO1, proARS422	Confirmed	ARS422	null	null	rep	null
CP026298.1	727361	728714	1354	+	Likely_chrIV_8	chrIV	ARSIV_721	199	CP026298.1	727361	728714	8273251	8274604	CP029160.1	chr4	719873	721227	NA	Likely	Likely_chrIV	NA	NA	rep	null
CP026298.1	739428	754427	15000	+	Dubious_chrIV_7	chrIV	NA	200	CP026298.1	739428	754427	8285318	8300317	CP029160.1	chr4	731940	746940	NA	Dubious	Dubious_chrIV	NA	NA	NA	null
CP026298.1	755872	756117	246	+	ARS422.5	chrIV	ARS422.5	201	CP026298.1	755872	756117	8301762	8302007	CP029160.1	chr4	748384	748630	ARS451	Confirmed	ARS422.5	null	null	act	null
CP026298.1	760647	760878	232	+	ARS423	chrIV	ARS423	202	CP026298.1	760647	760878	8306537	8306768	CP029160.1	chr4	753159	753391	proARS423	Confirmed	ARS423	null	null	NA	null
CP026298.1	770900	772203	1304	+	Dubious_chrIV_8	chrIV	proARS424	203	CP026298.1	770900	772203	8316790	8318093	CP029160.1	chr4	763412	764716	proARS424	Dubious	Dubious_chrIV	NA	NA	NA	null
CP026298.1	781779	788778	7000	+	Dubious_chrIV_9	chrIV	NA	204	CP026298.1	781779	788778	8327669	8334665	CP029160.1	chr4	774291	781291	NA	Dubious	Dubious_chrIV	NA	NA	NA	null
CP026298.1	790941	805940	15000	+	Dubious_chrIV_10	chrIV	NA	205	CP026298.1	790941	805940	8336828	8351827	CP029160.1	chr4	783453	798453	NA	Dubious	Dubious_chrIV	NA	NA	NA	null
CP026298.1	813532	813757	226	+	ARS425	chrIV	ARS425	206	CP026298.1	813532	813757	8359419	8359644	CP029160.1	chr4	806044	806270	proARS425	Confirmed	ARS425	null	null	null	null
CP026298.1	820449	835450	15002	+	Dubious_chrIV_11	chrIV	NA	207	CP026298.1	820449	835450	8366334	8381335	CP029160.1	chr4	812961	827961	NA	Dubious	Dubious_chrIV	NA	NA	NA	null
CP026298.1	839899	841848	1950	+	Dubious_chrIV_12	chrIV	proARS426	208	CP026298.1	839899	841848	8385784	8387733	CP029160.1	chr4	832409	834359	proARS426	Dubious	Dubious_chrIV	NA	NA	NA	null
CP026298.1	852085	853080	996	+	ARS426.5	chrIV	ARS426.5	209	CP026298.1	852085	853080	8397972	8398967	CP029160.1	chr4	844597	845593	NA	Confirmed	ARS426.5	NA	NA	act	null
CP026298.1	866128	867327	1200	+	Likely_chrIV_9	chrIV	ARSIV_859	210	CP026298.1	866128	867327	8412015	8413214	CP029160.1	chr4	858640	859840	NA	Likely	Likely_chrIV	NA	NA	null	null
CP026298.1	883279	890278	7000	+	Likely_chrIV_10	chrIV	ARSIV_879	211	CP026298.1	883279	890278	8429166	8436165	CP029160.1	chr4	875791	882791	NA	Likely	Likely_chrIV	NA	NA	NA	null
CP026298.1	905744	907377	1634	+	Likely_chrIV_11	chrIV	proARS427	212	CP026298.1	905744	907377	8451630	8453263	CP029160.1	chr4	898253	899887	proARS427	Likely	Likely_chrIV	NA	NA	act	null
CP026298.1	911315	912145	831	+	ARS427.5	chrIV	ARS27.5	213	CP026298.1	911315	912145	8457201	8458031	CP029160.1	chr4	903824	904655	NA	Confirmed	ARS427.5	NA	NA	NA	null
CP026298.1	921270	921518	249	+	ARS428	chrIV	ARS428	214	CP026298.1	921270	921518	8467157	8467405	CP029160.1	chr4	913780	914029	proARS428	Confirmed	ARS428	null	null	act	null
CP026298.1	929172	929419	248	+	ARS429	chrIV	ARS429	215	CP026298.1	929172	929419	8475059	8475306	CP029160.1	chr4	921682	921930	proARS429	Confirmed	ARS429	NA	NA	NA	null
CP026298.1	950473	951464	992	+	ARS429.5	chrIV	ARS429.5	216	CP026298.1	950473	951464	8496360	8497351	CP029160.1	chr4	942983	943975	NA	Confirmed	ARS429.5	NA	NA	NA	null
CP026298.1	961514	962713	1200	+	Dubious_chrIV_13	chrIV	NA	217	CP026298.1	961514	962713	8507401	8508600	CP029160.1	chr4	954024	955224	NA	Dubious	Dubious_chrIV	NA	NA	NA	null
CP026298.1	977738	987737	10000	+	Likely_chrIV_12	chrIV	ARSIV_975	218	CP026298.1	977738	987737	8523627	8533626	CP029160.1	chr4	970250	980250	NA	Likely	Likely_chrIV	null	null	null	null
CP026298.1	994488	1002487	8000	+	Dubious_chrIV_14	chrIV	NA	219	CP026298.1	994488	1002487	8540377	8548376	CP029160.1	chr4	987000	995000	NA	Dubious	Dubious_chrIV	NA	NA	NA	null
CP026298.1	1024112	1024409	298	+	ARS430	chrIV	ARS430	220	CP026298.1	1024112	1024409	8570001	8570298	CP029160.1	chr4	1016624	1016922	proARS430	Confirmed	ARS430	null	null	null	null
CP026298.1	1029033	1029742	710	+	Likely_chrIV_13	chrIV	ARSIV_1022	221	CP026298.1	1029033	1029742	8574922	8575631	CP029160.1	chr4	1021545	1022255	NA	Likely	Likely_chrIV	null	null	NA	null
CP026298.1	1040557	1041669	1113	+	ARS430.5	chrIV	ARS403.5	222	CP026298.1	1040557	1041669	8586446	8587558	CP029160.1	chr4	1033069	1034182	NA	Confirmed	ARS430.5	NA	NA	NA	null
CP026298.1	1065316	1065563	248	+	ARS431	chrIV	ARS431	223	CP026298.1	1065316	1065563	8611205	8611452	CP029160.1	chr4	1057828	1058076	proARS431	Confirmed	ARS431	null	null	rep	null
CP026298.1	1117439	1117679	241	+	ARS431.5	chrIV	ARS431.5	224	CP026298.1	1117439	1117679	8663329	8663569	CP029160.1	chr4	1109955	1110196	ARS452	Confirmed	ARS431.5	null	null	rep	null
CP026298.1	1138158	1138639	482	+	ARS431.7	chrIV	ARS431.7	225	CP026298.1	1138158	1138639	8684048	8684529	CP029160.1	chr4	1130672	1131155	NA	Confirmed	ARS431.7	NA	NA	NA	null
CP026298.1	1139776	1146775	7000	+	Dubious_chrIV_15	chrIV	NA	226	CP026298.1	1139776	1146775	8685666	8692665	CP029160.1	chr4	1132291	1139291	NA	Dubious	Dubious_chrIV	NA	NA	NA	null
CP026298.1	1166736	1166984	249	+	ARS432	chrIV	ARS432	227	CP026298.1	1166736	1166984	8712627	8712875	CP029160.1	chr4	1159250	1159499	proARS432	Confirmed	ARS432	NA	NA	act	null
CP026298.1	1173484	1173706	223	+	ARS432.5	chrIV	ARS432.5	228	CP026298.1	1173484	1173706	8719375	8719597	CP029160.1	chr4	1165998	1166221	ARS453	Confirmed	ARS432.5	NA	NA	act	null
CP026298.1	1207287	1217286	10000	+	Likely_chrIV_14	chrIV	ARSIV_1205	229	CP026298.1	1207287	1217286	8753178	8763177	CP029160.1	chr4	1199800	1209800	NA	Likely	Likely_chrIV	NA	NA	NA	null
CP026298.1	1248356	1248583	228	+	ARS433	chrIV	ARS433	230	CP026298.1	1248356	1248583	8794247	8794475	CP029160.1	chr4	1240869	1241098	proARS433	Confirmed	ARS433	null	null	rep	null
CP026298.1	1282141	1282850	710	+	Dubious_chrIV_16	chrIV	NA	231	CP026298.1	1282141	1282850	8828033	8828742	CP029160.1	chr4	1274655	1275365	NA	Dubious	Dubious_chrIV	NA	NA	NA	null
CP026298.1	1283698	1283925	228	+	ARS434	chrIV	ARS434	232	CP026298.1	1283698	1283925	8829590	8829817	CP029160.1	chr4	1276212	1276440	proARS434	Confirmed	ARS434	null	null	rep	null
CP026298.1	1310065	1310304	240	+	ARS435	chrIV	ARS435	233	CP026298.1	1310065	1310304	8855957	8856196	CP029160.1	chr4	1302579	1302819	proARS435	Confirmed	ARS435	null	null	rep	null
CP026298.1	1312732	1314285	1554	+	Dubious_chrIV_17	chrIV	proARS436	234	CP026298.1	1312732	1314285	8858624	8860177	CP029160.1	chr4	1305246	1306801	proARS436	Dubious	Dubious_chrIV	NA	NA	NA	null
CP026298.1	1315104	1316166	1063	+	Likely_chrIV_15	chrIV	ARSIV_1308	235	CP026298.1	1315104	1316166	8860996	8862058	CP029160.1	chr4	1307650	1308850	NA	Likely	Likely_chrIV	null	null	NA	null
CP026298.1	1360809	1360981	173	+	ARS437	chrIV	ARS437	236	CP026298.1	1360809	1360981	8906701	8906873	CP029160.1	chr4	1353494	1353667	proARS437	Confirmed	ARS437	null	null	null	null
CP026298.1	1362402	1363913	1512	+	Dubious_chrIV_18	chrIV	proARS438	237	CP026298.1	1362402	1363913	8908294	8909805	CP029160.1	chr4	1355087	1356599	proARS438	Dubious	Dubious_chrIV	NA	NA	NA	null
CP026298.1	1386513	1388066	1554	+	Likely_chrIV_16	chrIV	proARS439	238	CP026298.1	1386513	1388066	8932406	8933959	CP029160.1	chr4	1379198	1380752	proARS439	Likely	Likely_chrIV	null	null	NA	null
CP026298.1	1392466	1392944	479	+	ARS439.5	chrIV	ARS439.5	239	CP026298.1	1392466	1392944	8938359	8938837	CP029160.1	chr4	1385151	1385630	NA	Confirmed	ARS439.5	null	null	NA	null
CP026298.1	1411592	1411826	235	+	ARS440	chrIV	ARS440	240	CP026298.1	1411592	1411826	8957485	8957719	CP029160.1	chr4	1404277	1404512	proARS440	Confirmed	ARS440	null	null	rep	null
CP026298.1	1436250	1436959	710	+	Dubious_chrIV_19	chrIV	NA	241	CP026298.1	1436250	1436959	8982141	8982850	CP029160.1	chr4	1428935	1429645	NA	Dubious	Dubious_chrIV	NA	NA	NA	null
CP026298.1	1454613	1456242	1630	+	ARS441	chrIV	ARS441	242	CP026298.1	1454613	1456242	9000504	9002133	CP029160.1	chr4	1447298	1448928	proARS441	Confirmed	ARS441	NA	NA	rep	null
CP026298.1	1461327	1462904	1578	+	Likely_chrIV_17	chrIV	proARS442	243	CP026298.1	1461327	1462904	9007218	9008795	CP029160.1	chr4	1454012	1455590	proARS442	Likely	Likely_chrIV	NA	NA	NA	null
CP026298.1	1469164	1469475	312	+	ARS442	chrIV	ARS442	244	CP026298.1	1469164	1469475	9015055	9015366	CP029160.1	chr4	1461849	1462161	proARS443	Confirmed	ARS442	null	null	rep	null
CP026298.1	1475436	1477261	1826	+	Dubious_chrIV_20	chrIV	proARS444	245	CP026298.1	1475436	1477261	9021327	9023153	CP029160.1	chr4	1468121	1469948	proARS444	Dubious	Dubious_chrIV	NA	NA	NA	null
CP026298.1	1477280	1478361	1082	+	Dubious_chrIV_21	chrIV	proARS445	246	CP026298.1	1477280	1478361	9023172	9024253	CP029160.1	chr4	1469966	1471048	proARS445	Dubious	Dubious_chrIV	NA	NA	NA	null
CP026298.1	1494218	1494461	244	+	ARS446	chrIV	ARS446	247	CP026298.1	1494218	1494461	9040110	9040353	CP029160.1	chr4	1486905	1487149	proARS446	Confirmed	ARS446	NA	NA	null	null
CP026298.1	1502603	1509602	7000	+	Likely_chrIV_18	chrIV	ARSIV_1499	248	CP026298.1	1502603	1509602	9048496	9055495	CP029160.1	chr4	1495291	1502291	NA	Likely	Likely_chrIV	rep	act	NA	null
CP026298.1	1509936	1510533	598	+	ARS447	chrIV	ARS447	249	CP026298.1	1509936	1510533	9055829	9056426	CP029160.1	chr4	1502624	1503221	proARS447	Confirmed	ARS447	rep	act	null	null
CP026298.1	1512613	1514465	1853	+	Likely_chrIV_19	chrIV	proARS448	250	CP026298.1	1512613	1514465	9058506	9060358	CP029160.1	chr4	1505300	1507153	proARS448	Likely	Likely_chrIV	rep	act	NA	null
CP026298.1	1529618	1532766	3149	+	Likely_chrIV_20	chrIV	proARS449	251	CP026298.1	1529618	1530098	9075511	9075991	CP029160.1	chr4	1522298	1526152	proARS449	Likely	Likely_chrIV	NA	NA	NA	null
NA	NA	NA	NA	NA	ARS400	chrIV	NA	NA	NA	NA	NA	NA	NA	NA	chr4	137	1392	NA	Confirmed	ARS400	NA	NA	NA	null
NA	NA	NA	NA	NA	Likely_chrIV_1	chrIV	NA	NA	NA	NA	NA	NA	NA	NA	chr4	7596	11052	proARS401, proARS402	Likely	Likely_chrIV	NA	NA	NA	null
NA	NA	NA	NA	NA	ARS403	chrIV	NA	NA	NA	NA	NA	NA	NA	NA	chr4	15492	15739	proARS403	Confirmed	ARS403	rep	NA	NA	null
NA	NA	NA	NA	NA	Dubious_chrIV_22	chrIV	NA	NA	NA	NA	NA	NA	NA	NA	chr4	1530848	1531802	NA	Dubious	Dubious_chrIV	NA	NA	NA	null
CP026295.1	9974	11871	1898	+	Dubious_chrIX_2	chrIX	NA	375	CP026295.1	11094	11871	10689003	10689776	CP029160.1	chr9	10094	11992	proARS903	Dubious	Dubious_chrIX	NA	NA	NA	null
CP026295.1	15781	18944	3164	+	Likely_chrIX_2	chrIX	ARS9_17	376	CP026295.1	15781	18944	10693686	10696849	CP029160.1	chr9	15901	19066	proARS904	Likely	Likely_chrIX	rep	NA	NA	null
CP026295.1	30110	31690	1581	+	Likely_chrIX_3	chrIX	ARS931	377	CP026295.1	30110	31690	10708015	10709595	CP029160.1	chr9	30065	31646	NA	Likely	Likely_chrIX	rep	null	NA	null
CP026295.1	33380	33847	468	+	ARS905	chrIX	ARS905	378	CP026295.1	33380	33847	10711285	10711752	CP029160.1	chr9	33335	33803	proARS905	Confirmed	ARS905	rep	null	null	null
CP026295.1	50852	52304	1453	+	Dubious_chrIX_3	chrIX	NA	379	CP026295.1	50852	52304	10728757	10730209	CP029160.1	chr9	50806	52259	proARS906	Dubious	Dubious_chrIX	NA	NA	NA	null
CP026295.1	73849	74265	417	+	ARS907	chrIX	ARS907	380	CP026295.1	73849	74265	10751754	10752170	CP029160.1	chr9	73803	74220	proARS907	Confirmed	ARS907	null	null	act	null
CP026295.1	80104	80602	499	+	ARS908	chrIX	ARS908	381	CP026295.1	80104	80602	10758009	10758507	CP029160.1	chr9	80058	80557	proARS908	Confirmed	ARS908	null	null	NA	null
CP026295.1	105870	106096	227	+	ARS909	chrIX	ARS909	382	CP026295.1	105870	106096	10783775	10784001	CP029160.1	chr9	105821	106048	proARS909	Confirmed	ARS909	null	null	act	null
CP026295.1	112786	114354	1569	+	Dubious_chrIX_4	chrIX	NA	383	CP026295.1	112786	114354	10790691	10792259	CP029160.1	chr9	112737	114306	proARS910	Dubious	Dubious_chrIX	NA	NA	NA	null
CP026295.1	136145	136385	241	+	ARS911	chrIX	ARS911	384	CP026295.1	136145	136385	10814051	10814291	CP029160.1	chr9	136094	136335	proARS911	Confirmed	ARS911	null	null	rep	null
CP026295.1	162986	163350	365	+	ARS911.5	chrIX	ARS911.5	385	CP026295.1	162986	163350	10840893	10841258	CP029160.1	chr9	162936	163302	NA	Confirmed	ARS911.5	NA	NA	NA	null
CP026295.1	175083	175403	321	+	ARS912	chrIX	ARS912	386	CP026295.1	175083	175403	10852991	10853311	CP029160.1	chr9	175034	175355	proARS912	Confirmed	ARS912	null	null	rep	null
CP026295.1	179640	186639	7000	+	Likely_chrIX_4	chrIX	ARS9_183	387	CP026295.1	179640	186639	10857548	10864547	CP029160.1	chr9	179591	186591	NA	Likely	Likely_chrIX	null	null	NA	null
CP026295.1	189571	190794	1224	+	Likely_chrIX_5	chrIX	ARS9_190	388	CP026295.1	189571	190794	10867480	10868703	CP029160.1	chr9	189523	190747	NA	Likely	Likely_chrIX	NA	NA	NA	null
CP026295.1	197235	198434	1200	+	Dubious_chrIX_5	chrIX	NA	389	CP026295.1	197235	198434	10875144	10876343	CP029160.1	chr9	197187	198387	NA	Dubious	Dubious_chrIX	NA	NA	NA	null
CP026295.1	201639	208638	7000	+	Likely_chrIX_6	chrIX	ARS9_205	390	CP026295.1	201639	208638	10879548	10886547	CP029160.1	chr9	201591	208591	NA	Likely	Likely_chrIX	null	NA	null	null
CP026295.1	214723	214873	151	+	ARS913	chrIX	ARS913	391	CP026295.1	214723	214873	10892632	10892782	CP029160.1	chr9	214675	214826	ARS901, proARS913	Confirmed	ARS913	NA	NA	act	null
CP026295.1	216639	223638	7000	+	Likely_chrIX_7	chrIX	ARS9_220	392	CP026295.1	216639	223638	10894548	10901547	CP029160.1	chr9	216591	223591	NA	Likely	Likely_chrIX	NA	NA	NA	null
CP026295.1	224991	227344	2354	+	Likely_chrIX_8	chrIX	ARS9_226	393	CP026295.1	224991	227344	10902900	10905253	CP029160.1	chr9	224943	227297	NA	Likely	Likely_chrIX	NA	NA	act	null
CP026295.1	230306	245306	15001	+	Dubious_chrIX_6	chrIX	NA	394	CP026295.1	230306	245306	10908215	10923215	CP029160.1	chr9	230258	245258	NA	Dubious	Dubious_chrIX	NA	NA	NA	null
CP026295.1	245743	245980	238	+	ARS913.5	chrIX	ARS913.5	395	CP026295.1	245743	245980	10923652	10923889	CP029160.1	chr9	245694	245932	ARS923	Confirmed	ARS913.5	rep	rep	NA	null
CP026295.1	247626	247846	221	+	ARS914	chrIX	ARS915	396	CP026295.1	247626	247846	10925535	10925755	CP029160.1	chr9	247579	247800	proARS914	Confirmed	ARS914	rep	rep	act	null
CP026295.1	247940	249393	1454	+	Likely_chrIX_9	chrIX	proARS915	397	CP026295.1	247940	249393	10925849	10927302	CP029160.1	chr9	247893	249347	proARS915	Likely	Likely_chrIX	rep	rep	NA	null
CP026295.1	279661	280860	1200	+	Likely_chrIX_10	chrIX	ARS9_280	398	CP026295.1	279661	280860	10957571	10958770	CP029160.1	chr9	279618	280818	NA	Likely	Likely_chrIX	NA	NA	null	null
CP026295.1	307743	309116	1374	+	Dubious_chrIX_7	chrIX	ProARS916	399	CP026295.1	307743	309116	10985653	10987026	CP029160.1	chr9	307699	309073	proARS916	Dubious	Dubious_chrIX	NA	NA	NA	null
CP026295.1	310627	311113	487	+	ARS916	chrIX	ARS916	400	CP026295.1	310627	311113	10988537	10989023	CP029160.1	chr9	310583	311070	proARS917	Confirmed	ARS916	null	null	rep	null
CP026295.1	313403	314576	1174	+	Dubious_chrIX_8	chrIX	proARS918	401	CP026295.1	313403	314576	10991313	10992486	CP029160.1	chr9	313359	314533	proARS918	Dubious	Dubious_chrIX	NA	NA	NA	null
CP026295.1	320897	324390	3494	+	Dubious_chrIX_9	chrIX	NA	402	CP026295.1	320897	324390	10998807	11002300	CP029160.1	chr9	320853	324347	NA	Dubious	Dubious_chrIX	NA	NA	NA	null
CP026295.1	327392	328591	1200	+	Dubious_chrIX_10	chrIX	NA	403	CP026295.1	327392	328591	11005302	11006501	CP029160.1	chr9	327348	328548	NA	Dubious	Dubious_chrIX	NA	NA	NA	act
CP026295.1	341899	342141	243	+	ARS919	chrIX	ARS919	404	CP026295.1	341899	342141	11019809	11020051	CP029160.1	chr9	341853	342096	proARS919	Confirmed	ARS919	NA	NA	null	act
CP026295.1	357202	357438	237	+	ARS920	chrIX	ARS920	405	CP026295.1	357202	357438	11034712	11034948	CP029160.1	chr9	357156	357393	proARS920	Confirmed	ARS920	null	null	null	act
CP026295.1	362467	363763	1297	+	Dubious_chrIX_11	chrIX	NA	406	CP026295.1	362467	363763	11039977	11041273	CP029160.1	chr9	362421	363718	proARS921	Dubious	Dubious_chrIX	NA	NA	NA	act
CP026295.1	405677	407660	1984	+	Likely_chrIX_11	chrIX	ARS9_407	407	CP026295.1	405677	407660	11083189	11085172	CP029160.1	chr9	405633	407617	NA	Likely	Likely_chrIX	null	null	NA	null
CP026295.1	411861	412096	236	+	ARS922	chrIX	ARS922	408	CP026295.1	411861	412096	11089373	11089608	CP029160.1	chr9	411817	412053	proARS922	Confirmed	ARS922	null	null	act	null
CP026295.1	432541	433038	498	+	ARS922.5	chrIX	ARS922.5	409	CP026295.1	432541	433038	11110053	11110550	CP029160.1	chr9	432496	432994	NA	Confirmed	ARS922.5	NA	NA	NA	null
NA	NA	NA	NA	NA	Dubious_chrIX_1	chrIX	NA	NA	NA	NA	NA	NA	NA	NA	chr9	23	2400	NA	Dubious	Dubious_chrIX	NA	NA	NA	null
NA	NA	NA	NA	NA	Likely_chrIX_1	chrIX	NA	NA	NA	NA	NA	NA	NA	NA	chr9	6794	9748	proARS902	Likely	Likely_chrIX	NA	NA	NA	null
NA	NA	NA	NA	NA	Likely_chrIX_12	chrIX	NA	NA	NA	NA	NA	NA	NA	NA	chr9	437553	439847	NA	Likely	Likely_chrIX	NA	NA	NA	null
CP026299.1	59735	59968	234	+	ARS507	chrV	ARS507	258	CP026299.1	59735	59968	994680	994913	CP029160.1	chr5	59282	59516	proARS507	Confirmed	ARS507	null	null	act	null
CP026299.1	68115	69158	1044	+	Dubious_chrV_2	chrV	NA	259	CP026299.1	68115	69158	1003063	1004106	CP029160.1	chr5	67665	68709	NA	Dubious	Dubious_chrV	NA	NA	NA	null
CP026299.1	94427	94667	241	+	ARS508	chrV	ARS508	260	CP026299.1	94427	94667	1029375	1029615	CP029160.1	chr5	93977	94218	proARS508	Confirmed	ARS508	null	null	act	null
CP026299.1	109003	110916	1914	+	Likely_chrV_2	chrV	proARS509	261	CP026299.1	109003	110916	1043951	1045864	CP029160.1	chr5	108553	110467	proARS509	Likely	Likely_chrV	NA	NA	NA	null
CP026299.1	144892	145134	243	+	ARS510	chrV	ARS510	262	CP026299.1	144892	145134	1079839	1080081	CP029160.1	chr5	145539	145782	proARS510	Confirmed	ARS510	null	act	null	act
CP026299.1	163402	164601	1200	+	Dubious_chrV_3	chrV	NA	263	CP026299.1	163402	164601	1097591	1098790	CP029160.1	chr5	164051	165251	NA	Dubious	Dubious_chrV	NA	NA	NA	null
CP026299.1	172987	173224	238	+	ARS511	chrV	ARS511	264	CP026299.1	172987	173224	1107176	1107413	CP029160.1	chr5	173636	173874	proARS511	Confirmed	ARS511	act	null	act	null
CP026299.1	183174	184047	874	+	Dubious_chrV_4	chrV	NA	265	CP026299.1	183174	184047	1117363	1118236	CP029160.1	chr5	183823	184697	NA	Dubious	Dubious_chrV	NA	NA	NA	null
CP026299.1	191844	192276	433	+	ARS511.5	chrV	ARS511.5	266	CP026299.1	191844	192276	1126033	1126465	CP029160.1	chr5	192493	192926	NA	Confirmed	ARS511.5	NA	NA	NA	null
CP026299.1	211732	211980	249	+	ARS512	chrV	ARS512	267	CP026299.1	211732	211980	1145921	1146169	CP029160.1	chr5	212381	212630	proARS512	Confirmed	ARS512	null	act	rep	null
CP026299.1	254973	256306	1334	+	Likely_chrV_3	chrV	ARSV_256	268	CP026299.1	254973	256306	1189164	1190495	CP029160.1	chr5	255623	256957	NA	Likely	Likely_chrV	NA	null	NA	null
CP026299.1	275477	275875	399	+	ARS513.5	chrV	ARS513.5	269	CP026299.1	275477	275875	1209667	1210065	CP029160.1	chr5	276127	276526	NA	Confirmed	ARS513.5	NA	NA	NA	null
CP026299.1	277423	277704	282	+	ARS513.7	chrV	ARS513.7	270	CP026299.1	277423	277704	1211613	1211894	CP029160.1	chr5	278073	278355	NA	Confirmed	ARS513.7	NA	NA	NA	null
CP026299.1	286852	287097	246	+	ARS514	chrV	ARS514	271	CP026299.1	286852	287097	1221044	1221289	CP029160.1	chr5	287504	287750	proARS514	Confirmed	ARS514	null	null	null	null
CP026299.1	300913	301408	496	+	ARS514.5	chrV	ARS514.5	272	CP026299.1	300913	301408	1235105	1235600	CP029160.1	chr5	301565	302061	NA	Confirmed	ARS514.5	NA	NA	rep	null
CP026299.1	315392	316655	1264	+	Likely_chrV_4	chrV	ARSV_317	273	CP026299.1	315392	316655	1249584	1250847	CP029160.1	chr5	316043	317307	NA	Likely	Likely_chrV	null	null	act	null
CP026299.1	352853	353099	247	+	ARS516	chrV	ARS516	274	CP026299.1	352853	353099	1287045	1287291	CP029160.1	chr5	353504	353751	tRNAgluARS, proARS516	Confirmed	ARS516	null	null	act	null
CP026299.1	406095	406296	202	+	ARS517	chrV	ARS517	275	CP026299.1	406095	406296	1340289	1340490	CP029160.1	chr5	406747	406949	proARS517	Confirmed	ARS517	null	null	null	null
CP026299.1	417363	418072	710	+	Dubious_chrV_5	chrV	NA	276	CP026299.1	417363	418072	1351557	1352266	CP029160.1	chr5	418015	418725	NA	Dubious	Dubious_chrV	NA	NA	NA	null
CP026299.1	429209	430408	1200	+	Likely_chrV_5	chrV	ARSV_430	277	CP026299.1	429209	430408	1363403	1364602	CP029160.1	chr5	429861	431061	NA	Likely	Likely_chrV	NA	NA	NA	null
