chrom	start	end	name	Other_name 	Genomic_location 	CTF19D
chrXI	381209	382623	Dubious	proARS1111	ARSXI_382	
chrXI	388606	388902	ARS1112	proARS1112	ARSXI_389	
chrXI	416821	417055	ARS1113	proARS1113	ARSXI_417	p
chrXI	444560	445028	ARS1113.5	NA	ARSXI_445	p
chrXI	447656	447892	ARS1114	proARS1114	ARSXI_448	p
chrXI	454452	459197	ARS1114.5	NA	ARSXI_457	p
chrXI	462032	463697	Likely	proARS1115	ARSXI_463	p
chrXI	467720	468921	Dubious	NA	ARSXI_468	p
chrXI	500414	501125	Likely	NA	ARSXI_501	
chrXI	516652	516902	ARS1116	proARS1116	ARSXI_517	
chrXI	519332	520547	Dubious	NA	ARSXI_520	
chrXI	530069	530560	ARS1117	proARS1117	ARSXI_530	
chrXI	560924	561635	Dubious	NA	ARSXI_561	
chrXI	581467	581706	ARS1118	proARS1118	ARSXI_582	
chrXI	583882	585091	Dubious		ARSXI_584	
chrXI	611873	612107	ARS1120	proARS1120	ARSXI_612	
chrXI	616671	618133	Dubious	proARS1121	ARSXI_617	
chrXI	632002	634377	Likely	proARS1122	ARSXI_633	
chrXI	642354	642602	ARS1123	proARS1123	ARSXI_642	
chrXI	658277	666417	Likely	proARS1124	ARSXI_662	
chrXII	22	2077	Likely	NA	ARSXII_1	
chrXII	5106	7993	Dubious	NA	ARSXII_7	
chrXII	10641	13971	Dubious	proARS1201	ARSXII_12	
chrXII	28748	32505	Dubious	proARS1202	ARSXII_31	
chrXII	51859	52210	ARS1203	proARS1203	ARSXII_52	
chrXII	70573	72392	Dubious	proARS1204	ARSXII_71	
chrXII	76710	77163	ARS1205	proARS1205	ARSXII_77	
chrXII	91416	91659	ARS1206	proARS1206	ARSXII_92	
chrXII	93165	93659	ARS1206.5	NA	ARSXII_93	
chrXII	139292	140447	Dubious	proARS1207	ARSXII_140	p
chrXII	150913	151421	ARS1208	CEN12_ARS	ARSXII_151	p
chrXII	156645	156883	ARS1209	proARS1209	ARSXII_157	p
chrXII	170107	171308	Dubious	NA	ARSXII_171	p
chrXII	179331	194332	Dubious	NA	ARSXII_187	
chrXII	197912	199417	Dubious	NA	ARSXII_199	
chrXII	222409	222792	ARS1210	proARS1210	ARSXII_223	
chrXII	231178	231422	ARS1211	proARS1211	ARSXII_231	
chrXII	243526	243960	ARS1211.5	NA	ARSXII_244	
chrXII	278303	285304	Dubious	NA	ARSXII_282	
chrXII	289219	289469	ARS1212	proARS1212	ARSXII_289	
chrXII	295692	296893	Dubious	NA	ARSXII_296	
chrXII	311999	320000	Dubious	NA	ARSXII_316	
chrXII	343576	344033	ARS1212.5	NA	ARSXII_344	
chrXII	373155	373400	ARS1213	proARS1213	ARSXII_373	
chrXII	384034	385226	Dubious		ARSXII_385	
chrXII	412667	412897	ARS1215	proARS1215	ARSXII_413	
chrXII	418854	419565	Dubious	NA	ARSXII_419	
chrXII	426941	441942	Dubious	NA	ARSXII_434	
chrXII	450484	450726	ARS1216	proARS1216	ARSXII_451	
chrXII	458825	459141	ARS1216.5	rDNA_ARS	ARSXII_459	
chrXII	460224	460935	Dubious	NA	ARSXII_461	
chrXII	466232	468907	Dubious	NA	ARSXII_468	
chrXII	493902	494987	Dubious	NA	ARSXII_494	
chrXII	512867	513117	ARS1217	proARS1217	ARSXII_513	
chrXII	595803	602804	Dubious	NA	ARSXII_599	
chrXII	602937	603155	ARS1218	proARS1218	ARSXII_603	
chrXII	606422	607627	Dubious	NA	ARSXII_607	
chrXII	612499	622500	Dubious	NA	ARSXII_618	
chrXII	622671	623123	ARS1219	proARS1219	ARSXII_623	
chrXII	637012	639757	Dubious	NA	ARSXII_638	
chrXII	644936	645426	ARS1219.7	NA	ARSXII_645	
chrXII	659822	660072	ARS1220	proARS1220	ARSXII_660	
chrXII	687248	687738	ARS1220.5	NA	ARSXII_687	
chrXII	720283	721918	Dubious	proARS1221	ARSXII_721	
chrXII	730274	730832	ARS1222	proARS1222	ARSXII_731	
chrXII	744941	745179	ARS1223	proARS1223	ARSXII_745	
chrXII	748374	749534	Dubious		ARSXII_749	
chrXII	768981	771133	Dubious		ARSXII_770	
chrXII	785587	786917	Dubious	NA	ARSXII_786	
chrXII	794019	794269	ARS1226	proARS1226	ARSXII_794	
chrXII	806062	806787	Dubious	NA	ARSXII_806	
chrXII	821906	822336	ARS1227	proARS1227	ARSXII_822	
chrXII	838102	839237	Dubious	NA	ARSXII_839	
chrXII	848629	863630	Dubious	NA	ARSXII_856	
chrXII	865636	880637	Dubious	NA	ARSXII_873	
chrXII	888568	888810	ARS1227.5	ARS1238	ARSXII_889	
chrXII	919298	921493	Dubious	proARS1228	ARSXII_920	
chrXII	928050	928540	ARS1229	proARS1229	ARSXII_928	
chrXII	930387	931561	Dubious	proARS1230	ARSXII_931	
chrXII	947907	948358	ARS1231	proARS1231	ARSXII_948	
chrXII	972199	982200	Dubious	NA	ARSXII_977	
chrXII	1007179	1007470	ARS1232	proARS1232	ARSXII_1007	
chrXII	1013788	1014017	ARS1233	proARS1233	ARSXII_1014	
chrXII	1016303	1023304	Likely	NA	ARSXII_1020	
chrXII	1023966	1024207	ARS1234	proARS1234	ARSXII_1024	
chrXII	1042797	1043952	Likely	NA	ARSXII_1043	
chrXII	1052303	1059304	Likely	NA	ARSXII_1056	
chrXII	1059485	1059919	ARS1235	proARS1235	ARSXII_1060	
chrXII	1062397	1065752	Likely		ARSXII_1064	
chrXII	1070197	1071952	Likely		ARSXII_1071	
chrXII	1077197	1078102	Dubious	NA	ARSXII_1078	
chrXIII	22	1261	Likely	NA	ARSXIII_1	
chrXIII	4982	7702	Likely	proARS1301	ARSXIII_6	
chrXIII	8790	10699	Likely	proARS1302	ARSXIII_10	
chrXIII	23851	25691	Dubious	NA	ARSXIII_25	
chrXIII	31686	31935	ARS1303	proARS1303	ARSXIII_32	
chrXIII	39921	40355	ARS1304	proARS1304	ARSXIII_40	
chrXIII	44665	45681	Likely	NA	ARSXIII_45	
chrXIII	49644	50141	ARS1304.5	NA	ARSXIII_50	
chrXIII	50256	65257	Dubious	NA	ARSXIII_58	
chrXIII	73873	74373	ARS1304.7	NA	ARSXIII_74	
chrXIII	94215	94463	ARS1305	proARS1305	ARSXIII_94	
chrXIII	111843	113013	Dubious	proARS1306	ARSXIII_112	
chrXIII	137298	137548	ARS1307	proARS1307	ARSXIII_137	
chrXIII	158845	159279	ARS1307.5	NA	ARSXIII_159	
chrXIII	183792	184037	ARS1308	proARS1308	ARSXIII_184	
chrXIII	197999	208000	Dubious	NA	ARSXIII_203	
chrXIII	227022	227487	Likely	NA	ARSXIII_227	
chrXIII	263061	263296	ARS1309	proARS1309	ARSXIII_263	p
chrXIII	268222	269987	Likely	NA	ARSXIII_269	p
chrXIII	277964	278675	Dubious	NA	ARSXIII_278	
chrXIII	286781	287067	ARS1310	proARS1310	ARSXIII_287	
chrXIII	289202	290548	Likely	proARS1311	ARSXIII_290	
chrXIII	305791	320792	Dubious	NA	ARSXIII_313	
chrXIII	339412	340377	Dubious	NA	ARSXIII_340	
chrXIII	341312	342207	Likely	NA	ARSXIII_342	
chrXIII	370975	371221	ARS1312	proARS1312	ARSXIII_371	
chrXIII	372016	373196	Dubious	proARS1313	ARSXIII_373	
chrXIII	394799	396000	Dubious	NA	ARSXIII_395	
chrXIII	416372	418127	Dubious	NA	ARSXIII_417	
chrXIII	420428	421629	Likely	proARS1314	ARSXIII_421	
chrXIII	432850	433347	ARS1315	proARS1315	ARSXIII_433	
chrXIII	468176	468468	ARS1316	proARS1316	ARSXIII_468	
chrXIII	477104	478800	Dubious	proARS1317	ARSXIII_478	
chrXIII	480232	483637	Likely	NA	ARSXIII_482	
chrXIII	489949	491960	Dubious	proARS1318	ARSXIII_491	
chrXIII	503345	504087	ARS1319	proARS1319	ARSXIII_504	
chrXIII	535594	535843	ARS1320	proARS1320	ARSXIII_536	
chrXIII	542379	543477	Dubious	proARS1321	ARSXIII_543	
chrXIII	554391	554750	ARS1322	proARS1322	ARSXIII_555	
chrXIII	568127	569097	Likely	NA	ARSXIII_569	
chrXIII	569499	577500	Likely	NA	ARSXIII_574	
chrXIII	611272	611488	ARS1323	proARS1323	ARSXIII_611	
chrXIII	634478	634714	ARS1324	proARS1324	ARSXIII_635	
chrXIII	649306	649551	ARS1325	proARS1325	ARSXIII_649	
chrXIII	688765	689221	ARS1326	proARS1326	ARSXIII_689	
chrXIII	723573	730574	Likely	NA	ARSXIII_727	
chrXIII	758221	758470	ARS1327	proARS1327	ARSXIII_758	
chrXIII	759073	766074	Likely	NA	ARSXIII_763	
chrXIII	772628	772878	ARS1328	proARS1328	ARSXIII_773	
chrXIII	778856	793857	Dubious	NA	ARSXIII_786	
chrXIII	805115	805338	ARS1329	proARS1329	ARSXIII_805	
chrXIII	815340	815567	ARS1330	proARS1330	ARSXIII_815	
chrXIII	836822	838167	Likely	proARS1331	ARSXIII_837	
chrXIII	865287	865683	ARS1331.5	NA	ARSXIII_865	
chrXIII	878618	879115	ARS1331.7	NA	ARSXIII_879	
chrXIII	897803	898040	ARS1332	proARS1332	ARSXIII_898	
chrXIII	918072	919137	Likely		ARSXIII_919	
chrXIII	922022	924397	Likely		ARSXIII_923	
chrXIV	49	2241	Likely	NA	ARSXIV_1	
chrXIV	6281	10914	Likely	proARS1402_proARS1403	ARSXIV_9	
chrXIV	13997	16375	Likely	proARS1404	ARSXIV_15	
chrXIV	28466	28699	ARS1405	proARS1405	ARSXIV_29	
chrXIV	28755	43756	Dubious	NA	ARSXIV_36	
chrXIV	61596	61894	ARS1406	proARS1406	ARSXIV_62	
chrXIV	84294	85005	Likely	NA	ARSXIV_85	
chrXIV	89527	89802	ARS1407	proARS1407	ARSXIV_90	
chrXIV	94298	95721	Dubious		ARSXIV_95	
chrXIV	95744	96961	Dubious	proARS1409	ARSXIV_96	
chrXIV	110999	121000	Likely	NA	ARSXIV_116	
chrXIV	126487	126981	ARS1410	proARS1410	ARSXIV_127	
chrXIV	136574	137285	Likely	NA	ARSXIV_137	
chrXIV	151279	166280	Dubious	NA	ARSXIV_159	
chrXIV	169565	169804	ARS1411	proARS1411	ARSXIV_170	
chrXIV	172783	187784	Dubious	NA	ARSXIV_180	
chrXIV	196054	196291	ARS1412	proARS1412	ARSXIV_196	
chrXIV	234457	235658	Dubious	NA	ARSXIV_235	
chrXIV	250258	250506	ARS1413	proARS1413	ARSXIV_250	
chrXIV	252382	254147	Likely	NA	ARSXIV_253	
chrXIV	279874	280108	ARS1414	proARS1414	ARSXIV_280	
chrXIV	321916	322210	ARS1415	proARS1415	ARSXIV_322	
chrXIV	324550	325764	Likely	proARS1416	ARSXIV_325	
chrXIV	342962	344117	Likely	NA	ARSXIV_344	
chrXIV	352508	352996	ARS1311.7	NA	ARSXIV_353	
chrXIV	357214	357925	Likely	NA	ARSXIV_358	
chrXIV	358744	359455	Likely	NA	ARSXIV_359	
chrXIV	412262	412493	ARS1417	proARS1417	ARSXIV_412	
chrXIV	415730	416931	Likely	proARS1418	ARSXIV_416	
chrXIV	430968	437969	Dubious	NA	ARSXIV_434	
chrXIV	449342	449588	ARS1419	proARS1419	ARSXIV_449	
chrXIV	451837	466838	Dubious	NA	ARSXIV_459	
chrXIV	498986	499232	ARS1420	proARS1420	ARSXIV_499	
chrXIV	512968	519969	Likely	NA	ARSXIV_516	
chrXIV	545965	546201	ARS1421	proARS1421	ARSXIV_546	
chrXIV	550889	560890	Likely	NA	ARSXIV_556	
chrXIV	561105	561384	ARS1422	proARS1422	ARSXIV_561	
chrXIV	567714	569020	Likely	proARS1423	ARSXIV_568	
chrXIV	572999	581000	Dubious	NA	ARSXIV_577	
chrXIV	586687	587888	Dubious	NA	ARSXIV_587	
chrXIV	609457	609706	ARS1424	proARS1424	ARSXIV_610	
chrXIV	615806	617621	Likely	proARS1425	ARSXIV_617	
chrXIV	635659	635901	ARS1426	proARS1426	ARSXIV_636	p
chrXIV	648875	663876	Dubious	NA	ARSXIV_656	
chrXIV	675501	676702	Dubious	NA	ARSXIV_676	
chrXIV	691481	691727	ARS1427	proARS1427	ARSXIV_692	
chrXIV	703842	705667	Dubious	NA	ARSXIV_705	
chrXIV	713641	714136	ARS1428	proARS1428	ARSXIV_714	
chrXIV	731084	731795	Dubious	NA	ARSXIV_731	
chrXIV	734134	734845	Likely	NA	ARSXIV_734	
chrXIV	738549	738982	ARS1428.5	NA	ARSXIV_739	
chrXIV	764000	764500	ARS1429	proARS1429	ARSXIV_764	
chrXIV	769968	776969	Likely	NA	ARSXIV_773	
chrXIV	781452	784287	Likely	proARS1430	ARSXIV_783	
chrXV	22	2646	Likely	proARS1503	ARSXV_1	
chrXV	9760	12672	Likely	proARS1504_proARS1505	ARSXV_11	
chrXV	18366	20227	Likely	proARS1506	ARSXV_19	
chrXV	22522	24675	Likely	NA	ARSXV_24	
chrXV	35666	35903	ARS1506.5	ARS1531	ARSXV_36	
chrXV	37749	52750	Dubious	NA	ARSXV_45	
chrXV	72635	72872	ARS1507	proARS1507	ARSXV_73	
chrXV	73999	84000	Likely	NA	ARSXV_79	
chrXV	85194	85444	ARS1508	proARS1508	ARSXV_85	
chrXV	103252	104167	Likely	NA	ARSXV_104	
chrXV	113842	114084	ARS1509	proARS1509	ARSXV_114	
chrXV	128921	130182	ARS1509.3	NA	ARSXV_130	
chrXV	154971	155462	ARS1509.5	NA	ARSXV_155	
chrXV	159202	160567	Dubious	NA	ARSXV_160	
chrXV	166973	167220	ARS1510	proARS1510	ARSXV_167	
chrXV	227480	228117	ARS1510.5	NA	ARSXV_228	
chrXV	237751	252752	Dubious	NA	ARSXV_245	
chrXV	268584	269295	Dubious	NA	ARSXV_269	
chrXV	277528	277778	ARS1511	proARS1511	ARSXV_278	
chrXV	308968	309462	ARS1512	proARS1512	ARSXV_309	p
chrXV	331492	332707	Likely	NA	ARSXV_332	p
chrXV	337278	337528	ARS1513	proARS1513	ARSXV_337	p
chrXV	347632	348862	Likely	NA	ARSXV_348	p
chrXV	353742	354887	Likely	NA	ARSXV_354	p
chrXV	371692	372627	Likely	NA	ARSXV_372	
chrXV	397772	399037	Likely	NA	ARSXV_398	
chrXV	436731	436966	ARS1513.5	ARS1501	ARSXV_437	
chrXV	444822	446117	Dubious	NA	ARSXV_445	
chrXV	458022	459327	Likely	NA	ARSXV_459	
chrXV	463697	464877	Likely	NA	ARSXV_464	
chrXV	489644	490129	ARS1514	NA	ARSXV_490	
chrXV	493967	495625	Dubious	proARS1515	ARSXV_495	
chrXV	497143	497603	ARS1515.5	NA	ARSXV_497	
chrXV	514257	515458	Likely	NA	ARSXV_515	
chrXV	520540	521040	ARS1515.7	NA	ARSXV_521	
chrXV	566408	566643	ARS1516	ADE2_proARS1516	ARSXV_567	
chrXV	575462	578947	Likely	NA	ARSXV_577	
chrXV	600884	600960	ARS1517	ARS1502_proARS1517	ARSXV_601	
chrXV	601220	608221	Likely	NA	ARSXV_605	
chrXV	616912	618427	Likely	proARS1518	ARSXV_618	
chrXV	631058	632259	Dubious	NA	ARSXV_632	
chrXV	645795	646996	Likely	NA	ARSXV_646	
chrXV	656631	656876	ARS1519	proARS1519	ARSXV_657	
chrXV	662887	663957	Likely	NA	ARSXV_663	
chrXV	669804	670515	Likely	NA	ARSXV_670	
chrXV	681111	681611	ARS1520	proARS1520	ARSXV_681	
chrXV	699499	709500	Likely	NA	ARSXV_705	
chrXV	729738	729969	ARS1521	proARS1521	ARSXV_730	
chrXV	733220	740221	Likely	NA	ARSXV_737	
chrXV	759220	766221	Likely	NA	ARSXV_763	
chrXV	766616	766862	ARS1523	proARS1522_proARS1523	ARSXV_767	
chrXV	783343	783563	ARS1524	proARS1524	ARSXV_783	
chrXV	847665	848866	Likely	NA	ARSXV_848	
chrXV	854734	855228	ARS1525	proARS1525	ARSXV_855	
chrXV	874189	874434	ARS1526	proARS1526	ARSXV_874	
chrXV	882649	885350	Dubious	NA	ARSXV_884	
chrXV	898602	900567	Likely	NA	ARSXV_900	
chrXV	901382	903147	Dubious	proARS1527	ARSXV_902	
chrXV	908287	908537	ARS1528	proARS1528	ARSXV_908	
chrXV	945349	946550	Likely	NA	ARSXV_946	
chrXV	981453	981690	ARS1529	proARS1529	ARSXV_982	
chrXV	997702	999357	Likely	NA	ARSXV_999	
chrXV	1011434	1012635	Likely	NA	ARSXV_1012	
chrXV	1019397	1019852	Dubious	NA	ARSXV_1020	
chrXV	1022547	1023652	Likely	NA	ARSXV_1023	
chrXV	1053489	1053901	ARS1529.5	NA	ARSXV_1054	
chrXV	1056047	1059952	Likely	NA	ARSXV_1058	
chrXV	1071097	1072802	Dubious	NA	ARSXV_1072	
chrXV	1077497	1085252	Likely	proARS1530	ARSXV_1081	
chrXV	1089997	1091252	Likely	NA	ARSXV_1091	
chrXVI	22	2150	Dubious	NA	ARSXVI_1	
chrXVI	6777	8439	ARS1601	proARS1601	ARSXVI_8	
chrXVI	12289	13227	ARS1602	proARS1602	ARSXVI_13	
chrXVI	18201	19681	Likely	proARS1603	ARSXVI_19	
chrXVI	42975	43212	ARS1604	proARS1604	ARSXVI_43	
chrXVI	49277	64278	Dubious	NA	ARSXVI_57	
chrXVI	73037	73283	ARS1605	proARS1605	ARSXVI_73	
chrXVI	89757	92975	Likely	proARS1606	ARSXVI_91	
chrXVI	116504	116765	ARS1607	proARS1607	ARSXVI_117	
chrXVI	141594	142305	Dubious	NA	ARSXVI_142	
chrXVI	161692	163447	Likely	proARS1608	ARSXVI_163	
chrXVI	178642	179827	Likely	NA	ARSXVI_179	
chrXVI	189962	191457	Likely	NA	ARSXVI_191	
chrXVI	194902	196097	Likely	NA	ARSXVI_196	
chrXVI	210466	211723	ARS1609	proARS1609	ARSXVI_211	
chrXVI	214485	216511	Likely	proARS1610	ARSXVI_215	
chrXVI	219586	220666	Dubious	proARS1611	ARSXVI_220	
chrXVI	241222	242267	Likely	NA	ARSXVI_242	
chrXVI	250244	250955	Likely	NA	ARSXVI_251	
chrXVI	261167	262687	Likely	proARS1612	ARSXVI_262	
chrXVI	265602	266679	Dubious	proARS1613	ARSXVI_266	
chrXVI	273917	274962	Likely	NA	ARSXVI_274	
chrXVI	289482	289704	ARS1614	proARS1614	ARSXVI_290	
chrXVI	297812	299287	Likely	NA	ARSXVI_299	
chrXVI	303432	305027	Likely	proARS1615	ARSXVI_304	
chrXVI	316742	318397	Likely	proARS1616	ARSXVI_318	
chrXVI	318999	329000	Likely	NA	ARSXVI_324	
chrXVI	331677	332074	ARS1617	proARS1617	ARSXVI_332	
chrXVI	355132	362133	Dubious	NA	ARSXVI_359	
chrXVI	369002	369737	Likely	NA	ARSXVI_369	
chrXVI	376722	377937	Likely	NA	ARSXVI_377	
chrXVI	384535	384784	ARS1618	proARS1618	ARSXVI_385	
chrXVI	414031	416072	ARS1618.5	NA	ARSXVI_415	
chrXVI	418131	418359	ARS1619	proARS1619	ARSXVI_418	
chrXVI	422280	423380	Dubious	proARS1620	ARSXVI_423	
chrXVI	427272	428757	Likely	NA	ARSXVI_428	
chrXVI	439112	441372	Likely	NA	ARSXVI_440	
chrXVI	453657	454627	Likely	NA	ARSXVI_454	
chrXVI	456556	456805	ARS1620.5	ARS1633	ARSXVI_457	
chrXVI	472999	481000	Dubious	NA	ARSXVI_477	
chrXVI	481994	496995	Dubious	NA	ARSXVI_489	
chrXVI	498852	500557	Likely	NA	ARSXVI_500	
chrXVI	511618	511940	ARS1621	proARS1621	ARSXVI_512	
chrXVI	552402	554287	Likely	NA	ARSXVI_553	p
chrXVI	556132	563133	Likely	NA	ARSXVI_560	p
chrXVI	563821	564061	ARS1622	proARS1622	ARSXVI_564	p
chrXVI	565045	565289	ARS1622.5	ARS1634	ARSXVI_565	p
chrXVI	568372	569527	Dubious	NA	ARSXVI_569	p
chrXVI	584036	584486	ARS1622.7	NA	ARSXVI_584	
chrXVI	588612	589437	Dubious	NA	ARSXVI_589	
chrXVI	599812	601013	Dubious	NA	ARSXVI_600	
chrXVI	608473	609674	Dubious	NA	ARSXVI_609	
chrXVI	619891	621092	Dubious	NA	ARSXVI_620	
chrXVI	633867	634117	ARS1623	proARS1623	ARSXVI_634	
chrXVI	648999	657000	Dubious	NA	ARSXVI_653	
chrXVI	684382	684632	ARS1624	proARS1624	ARSXVI_685	
chrXVI	687132	694133	Likely	NA	ARSXVI_691	
chrXVI	695431	695681	ARS1625	proARS1625	ARSXVI_696	
chrXVI	700762	701932	Dubious	NA	ARSXVI_701	
chrXVI	728392	729207	Likely	NA	ARSXVI_729	
chrXVI	749093	749341	ARS1626	proARS1626	ARSXVI_749	
chrXVI	776920	777152	ARS1626.5	ARS1635	ARSXVI_777	
chrXVI	819152	819393	ARS1627	proARS1627	ARSXVI_819	
chrXVI	822992	825387	Likely	NA	ARSXVI_824	
chrXVI	842645	842894	ARS1628	proARS1628	ARSXVI_843	
chrXVI	850006	851124	Likely	proARS1629	ARSXVI_851	
chrXVI	863302	864667	Likely	NA	ARSXVI_864	
chrXVI	865186	880187	Dubious	NA	ARSXVI_873	
chrXVI	880853	881102	ARS1630	proARS1630	ARSXVI_881	
chrXVI	902205	917206	Dubious	NA	ARSXVI_910	
chrXVI	929724	930435	Likely	NA	ARSXVI_930	
chrXVI	932975	933223	ARS1631	proARS1631	ARSXVI_933	
chrXVI	940922	943157	Likely	proARS1632	ARSXVI_942	
chrXVI	946802	947997	Likely	NA	ARSXVI_947	
